Dates,Target Price,Last Price,Buy %,Hold %,Sell %,Price Spread
2015-09-12 00:00:00,82.47618865966797,70.05,0.8723404255319149,0.06382978723404255,0.06382978723404255,12.426188659667972
2015-10-12 00:00:00,81.84091186523438,75.88,0.875,0.0625,0.0625,5.9609118652343795
2015-11-12 00:00:00,82.84444427490234,78.3,0.8775510204081632,0.061224489795918366,0.061224489795918366,4.544444274902347
2015-12-12 00:00:00,89.11111450195312,76.87,0.875,0.0625,0.0625,12.24111450195312
2016-01-12 00:00:00,90.82221984863281,74.46,0.9166666666666666,0.041666666666666664,0.041666666666666664,16.36221984863282
2016-02-12 00:00:00,89.38636016845703,59.68,0.9166666666666666,0.0625,0.020833333333333332,29.70636016845703
2016-03-12 00:00:00,88.42222595214844,71.63,0.9183673469387755,0.061224489795918366,0.02040816326530612,16.792225952148442
2016-04-12 00:00:00,89.35713958740234,74.27,0.9148936170212766,0.06382978723404255,0.02127659574468085,15.087139587402348
2016-05-12 00:00:00,90.07317352294922,75.89,0.9130434782608695,0.06521739130434782,0.021739130434782608,14.183173522949218
2016-06-12 00:00:00,97.375,81.83,0.9111111111111111,0.06666666666666667,0.022222222222222223,15.545000000000002
2016-07-12 00:00:00,97.0952377319336,81.93,0.9130434782608695,0.06521739130434782,0.021739130434782608,15.165237731933587
2016-08-12 00:00:00,97.30232238769531,81.63,0.9148936170212766,0.06382978723404255,0.02127659574468085,15.672322387695317
2016-09-12 00:00:00,94.36585235595703,74.36,0.9361702127659575,0.0425531914893617,0.02127659574468085,20.005852355957032
2016-10-12 00:00:00,93.85713958740234,72.23,0.9375,0.041666666666666664,0.020833333333333332,21.62713958740234
2016-11-12 00:00:00,93.7249984741211,74.59,0.9361702127659575,0.0425531914893617,0.02127659574468085,19.13499847412109
2016-12-12 00:00:00,94.78571319580078,70.38,0.9375,0.041666666666666664,0.020833333333333332,24.405713195800786
2017-01-12 00:00:00,94.19512176513672,75.21,0.92,0.06,0.02,18.985121765136725
2017-02-12 00:00:00,93.6500015258789,80.64,0.9183673469387755,0.061224489795918366,0.02040816326530612,13.010001525878906
2017-03-12 00:00:00,96.13157653808594,83.51,0.8958333333333334,0.08333333333333333,0.020833333333333332,12.621576538085932
2017-04-12 00:00:00,96.1891860961914,83.37,0.8723404255319149,0.10638297872340426,0.02127659574468085,12.819186096191402
2017-05-12 00:00:00,97.15789794921875,89.04,0.8913043478260869,0.08695652173913043,0.021739130434782608,8.117897949218744
2017-06-12 00:00:00,102.4000015258789,86.18,0.8913043478260869,0.08695652173913043,0.021739130434782608,16.2200015258789
2017-07-12 00:00:00,102.69999694824219,90.4,0.8913043478260869,0.08695652173913043,0.021739130434782608,12.299996948242182
2017-08-12 00:00:00,102.82051086425781,88.29,0.8888888888888888,0.08888888888888889,0.022222222222222223,14.530510864257806
2017-09-12 00:00:00,107.02702331542969,96.85,0.8837209302325582,0.09302325581395349,0.023255813953488372,10.177023315429693
2017-10-12 00:00:00,108.19444274902344,96.74,0.8837209302325582,0.09302325581395349,0.023255813953488372,11.454442749023443
2017-11-12 00:00:00,114.29729461669922,105.24,0.9130434782608695,0.06521739130434782,0.021739130434782608,9.057294616699224
2017-12-12 00:00:00,121.92500305175781,103.67,0.8888888888888888,0.08888888888888889,0.022222222222222223,18.25500305175781
2018-01-12 00:00:00,122.15384674072266,110.24,0.8863636363636364,0.09090909090909091,0.022727272727272728,11.913846740722661
2018-02-12 00:00:00,122.66666412353516,108.55,0.8863636363636364,0.09090909090909091,0.022727272727272728,14.116664123535159
2018-03-12 00:00:00,137.6666717529297,126.78,0.9090909090909091,0.06818181818181818,0.022727272727272728,10.886671752929686
2018-04-12 00:00:00,138.52499389648438,121.4,0.9090909090909091,0.06818181818181818,0.022727272727272728,17.12499389648437
2018-05-12 00:00:00,139.53846740722656,130.63,0.9047619047619048,0.09523809523809523,0,8.908467407226567
2018-06-12 00:00:00,149.8648681640625,136.26,0.9047619047619048,0.09523809523809523,0,13.604868164062509
2018-07-12 00:00:00,151.05555725097656,148.16,0.9024390243902439,0.0975609756097561,0,2.895557250976566
2018-08-12 00:00:00,151.75,145.51,0.9024390243902439,0.0975609756097561,0,6.240000000000009
2018-09-12 00:00:00,169.67567443847656,155.37,0.9024390243902439,0.0975609756097561,0,14.305674438476558
2018-10-12 00:00:00,173.81080627441406,146.74,0.9047619047619048,0.09523809523809523,0,27.070806274414053
2018-11-12 00:00:00,174.5128173828125,130.5,0.9069767441860465,0.09302325581395349,0,44.0128173828125
2018-12-12 00:00:00,171.8947296142578,140.09,0.9047619047619048,0.09523809523809523,0,31.80472961425781
2019-01-12 00:00:00,172.5,147.55,0.9302325581395349,0.06976744186046512,0,24.94999999999999
2019-02-12 00:00:00,173.1794891357422,162.79,0.9302325581395349,0.06976744186046512,0,10.389489135742195
2019-03-12 00:00:00,181.7179412841797,158.28,0.9302325581395349,0.06976744186046512,0,23.437941284179686
2019-04-12 00:00:00,182.31707763671875,160.71,0.9333333333333333,0.06666666666666667,0,21.607077636718742
2019-05-12 00:00:00,182.5128173828125,159.94,0.9318181818181818,0.06818181818181818,0,22.572817382812502
2019-06-12 00:00:00,183.42105102539062,151.28,0.9302325581395349,0.06976744186046512,0,32.141051025390624
2019-07-12 00:00:00,183.51351928710938,158.08,0.9285714285714286,0.07142857142857142,0,25.433519287109362
2019-08-12 00:00:00,183.05262756347656,140.72,0.9302325581395349,0.06976744186046512,0,42.332627563476564
2019-09-12 00:00:00,186.2105255126953,154.75,0.9302325581395349,0.06976744186046512,0,31.460525512695312
2019-10-12 00:00:00,186.3783721923828,149.37,0.9285714285714286,0.07142857142857142,0,37.00837219238281
2019-11-12 00:00:00,186.78378295898438,162.86,0.9285714285714286,0.07142857142857142,0,23.92378295898436
2019-12-12 00:00:00,189.42105102539062,158.59,0.9285714285714286,0.07142857142857142,0,30.83105102539062
2020-01-12 00:00:00,192.4736785888672,180.2,0.9047619047619048,0.09523809523809523,0,12.273678588867199
2020-02-12 00:00:00,197.0270233154297,189.46,0.9024390243902439,0.0975609756097561,0,7.5670233154296795
2020-03-12 00:00:00,209.9736785888672,140.59,0.9302325581395349,0.06976744186046512,0,69.38367858886718
2020-04-12 00:00:00,196.8648681640625,154.55,0.9285714285714286,0.07142857142857142,0,42.31486816406249
2020-05-12 00:00:00,194.270263671875,177.54,0.9047619047619048,0.07142857142857142,0.023809523809523808,16.730263671875008
2020-06-12 00:00:00,198.47222900390625,175.11,0.9047619047619048,0.07142857142857142,0.023809523809523808,23.362229003906236
2020-07-12 00:00:00,202.11111450195312,198.88,0.8809523809523809,0.09523809523809523,0.023809523809523808,3.2311145019531295
2020-08-12 00:00:00,204.6666717529297,192.62,0.8780487804878049,0.0975609756097561,0.024390243902439025,12.046671752929683
2020-09-12 00:00:00,271.5,243.1,0.8780487804878049,0.0975609756097561,0.024390243902439025,28.400000000000006
2020-10-12 00:00:00,271.270263671875,267.07,0.875,0.1,0.025,4.200263671875007
2020-11-12 00:00:00,275.43243408203125,249.42,0.85,0.125,0.025,26.012434082031263
2020-12-12 00:00:00,273.02703857421875,222.42,0.8333333333333334,0.14285714285714285,0.023809523809523808,50.60703857421876
2021-01-12 00:00:00,272.45947265625,215.52,0.8333333333333334,0.14285714285714285,0.023809523809523808,56.93947265624999
2021-02-12 00:00:00,274.6216125488281,240.37,0.813953488372093,0.18604651162790697,0,34.25161254882812
2021-03-12 00:00:00,275.4864807128906,212.21,0.8372093023255814,0.16279069767441862,0,63.27648071289062
2021-04-12 00:00:00,273.28204345703125,228.76,0.813953488372093,0.18604651162790697,0,44.52204345703126
2021-05-12 00:00:00,273.5384521484375,210.54,0.8181818181818182,0.18181818181818182,0,62.99845214843751
2021-06-12 00:00:00,278.30950927734375,240.31,0.8,0.2,0,37.99950927734375
2021-07-12 00:00:00,278.547607421875,242.91,0.8043478260869565,0.1956521739130435,0,35.637607421875
2021-08-12 00:00:00,279.2325439453125,248.39,0.8085106382978723,0.19148936170212766,0,30.842543945312514
2021-09-12 00:00:00,304.8333435058594,257.2,0.8260869565217391,0.17391304347826086,0,47.633343505859386
2021-10-12 00:00:00,318.5454406738281,279,0.851063829787234,0.14893617021276595,0,39.545440673828125
2021-11-12 00:00:00,322.31109619140625,306.65,0.8333333333333334,0.16666666666666666,0,15.661096191406273
2021-12-12 00:00:00,332.6444396972656,266.03,0.875,0.125,0,66.61443969726565
2022-01-12 00:00:00,330.3023376464844,237.83,0.8723404255319149,0.1276595744680851,0,92.47233764648436
2022-02-12 00:00:00,326.02325439453125,207.9,0.8723404255319149,0.1276595744680851,0,118.12325439453124
2022-03-12 00:00:00,299.452392578125,197.9,0.8723404255319149,0.1276595744680851,0,101.552392578125
2022-04-12 00:00:00,299,194.81,0.875,0.125,0,104.19
2022-05-12 00:00:00,293.5909118652344,160.42,0.8775510204081632,0.12244897959183673,0,133.1709118652344
2022-06-12 00:00:00,250.1521759033203,178.45,0.9019607843137255,0.09803921568627451,0,71.70217590332032
2022-07-12 00:00:00,249.5869598388672,166.33,0.9,0.1,0,83.25695983886717
2022-08-12 00:00:00,243.7391357421875,189.89,0.8823529411764706,0.09803921568627451,0.0196078431372549,53.849135742187514
2022-09-12 00:00:00,220.2045440673828,165.63,0.8823529411764706,0.11764705882352941,0,54.57454406738282
2022-10-12 00:00:00,221.26666259765625,142.29,0.8823529411764706,0.11764705882352941,0,78.97666259765626
2022-11-12 00:00:00,217.97825622558594,157.73,0.8653846153846154,0.1346153846153846,0,60.24825622558595
2022-12-12 00:00:00,198.3488311767578,133.11,0.8269230769230769,0.17307692307692307,0,65.2388311767578
2023-01-12 00:00:00,192.0465087890625,149.6,0.8269230769230769,0.15384615384615385,0.019230769230769232,42.446508789062506
2023-02-12 00:00:00,188.77272033691406,167.03,0.7735849056603774,0.20754716981132076,0.018867924528301886,21.74272033691406
2023-03-12 00:00:00,225.7446746826172,173.18,0.7777777777777778,0.2037037037037037,0.018518518518518517,52.56467468261718
2023-04-12 00:00:00,226.6521759033203,190.32,0.7818181818181819,0.2,0.01818181818181818,36.33217590332032
2023-05-12 00:00:00,228.88888549804688,201.81,0.7777777777777778,0.2037037037037037,0.018518518518518517,27.078885498046873
2023-06-12 00:00:00,241.38636779785156,213.69,0.74,0.24,0.02,27.696367797851565
2023-07-12 00:00:00,241.23809814453125,227.28,0.7450980392156863,0.23529411764705882,0.0196078431372549,13.958098144531249
2023-08-12 00:00:00,245.18605041503906,208.7,0.7254901960784313,0.2549019607843137,0.0196078431372549,36.486050415039074
2023-09-12 00:00:00,258.5869445800781,221.66,0.7358490566037735,0.24528301886792453,0.018867924528301886,36.92694458007813
2023-10-12 00:00:00,257.9111022949219,205.68,0.7407407407407407,0.24074074074074073,0.018518518518518517,52.23110229492187
2023-11-12 00:00:00,256.22222900390625,213.63,0.7272727272727273,0.2545454545454545,0.01818181818181818,42.592229003906255
2023-12-12 00:00:00,279.64154052734375,256.45,0.7142857142857143,0.26785714285714285,0.017857142857142856,23.19154052734376
2024-01-12 00:00:00,284.91021728515625,271.93,0.7454545454545455,0.23636363636363636,0.01818181818181818,12.980217285156243
2024-02-12 00:00:00,292.3865966796875,287.32,0.7636363636363637,0.21818181818181817,0.01818181818181818,5.066596679687507
2024-03-12 00:00:00,332.68890380859375,306.62,0.7454545454545455,0.23636363636363636,0.01818181818181818,26.068903808593745
2024-04-12 00:00:00,336.0666809082031,294.32,0.7454545454545455,0.23636363636363636,0.01818181818181818,41.74668090820313
2024-05-12 00:00:00,337.2826232910156,276.67,0.75,0.23214285714285715,0.017857142857142856,60.61262329101561
2024-06-12 00:00:00,294.4963073730469,235.8,0.7454545454545455,0.23636363636363636,0.01818181818181818,58.696307373046864
2024-07-12 00:00:00,294.9295654296875,253.97,0.7222222222222222,0.25925925925925924,0.018518518518518517,40.9595654296875
2024-08-12 00:00:00,294.9295654296875,251.31,0.7222222222222222,0.25925925925925924,0.018518518518518517,43.6195654296875
2024-09-12 00:00:00,308.44317626953125,253.37,0.7222222222222222,0.25925925925925924,0.018518518518518517,55.073176269531245
2024-10-12 00:00:00,313.18890380859375,288.1,0.7592592592592593,0.2222222222222222,0.018518518518518517,25.088903808593727
2024-11-12 00:00:00,320.7340393066406,341.15,0.7636363636363637,0.21818181818181817,0.01818181818181818,-20.415960693359352
2024-12-12 00:00:00,397.6600036621094,358.03,0.7678571428571429,0.21428571428571427,0.017857142857142856,39.6300036621094
2025-01-12 00:00:00,401.2799987792969,317.85,0.7719298245614035,0.19298245614035087,0.03508771929824561,83.42999877929685
2025-02-12 00:00:00,401.8800048828125,326.12,0.7894736842105263,0.17543859649122806,0.03508771929824561,75.7600048828125
2025-03-12 00:00:00,379.7755126953125,284.58,0.8135593220338984,0.15254237288135594,0.03389830508474576,95.19551269531252
2025-04-12 00:00:00,370.9791564941406,255,0.8166666666666667,0.15,0.03333333333333333,115.97915649414062
2025-05-12 00:00:00,364.0408020019531,288.82,0.8032786885245902,0.16393442622950818,0.03278688524590164,75.22080200195313
2025-06-12 00:00:00,353.76470947265625,266.91,0.8095238095238095,0.15873015873015872,0.031746031746031744,86.85470947265622
2025-07-12 00:00:00,351.5692443847656,258.07,0.8125,0.15625,0.03125,93.49924438476563
2025-08-12 00:00:00,350.03076171875,231.66,0.8125,0.15625,0.03125,118.37076171875
2025-09-12 00:00:00,329.4708251953125,242.75999450683594,0.8095238095238095,0.1746031746031746,0.015873015873015872,86.71083068847656
